Identifier,"Source String",Translation,Context,Labels,"Max. Length"
SET_BRG_PT,"Platform not supported","La plataforma no es soportada","SET_BRG_PT
SettingsUI.cs BuildRecordGroupUI platformType",,
SET_BRG_RG,"Report options","Opciones del reporte","SET_BRG_RG
SettingsUI.cs BuildRecordGroupUI reportGroup",,
SET_BRG_RP,"Mod Errors","Errores de Mod","SET_BRG_RP
SettingsUI.cs BuildRecordGroupUI reportPanel",,
SET_BRG_RPTF,"Report path","Ruta del reporte","SET_BRG_RPTF
SettingsUI.cs BuildRecordGroupUI reportPathTextField",,
SET_BRG_RTD,"Report type","Tipo de reporte","SET_BRG_RTD
SettingsUI.cs BuildRecordGroupUI reportTypeDropdown",,
SET_BRG_RPB,"Reset path to default","Restablecer la ruta predeterminada","SET_BRG_RPB
SettingsUI.cs BuildRecordGroupUI resetPathBtn",,
SET_BTD_GL,"Game Language","Idioma del juego","SET_BTD_GL
SettingsUI.cs BuildTranslatedDataSources GameLanguage",,
SET_BUG_DOI,"Days of inactivity to retire author","Días de inactividad para retirar al autor","SET_BUG_DOI
SettingsUI.cs BuildUpdaterGroupUI daysOfInactivity",,
SET_BUG_MSPMP,"Estimated milliseconds per mod page","Milisegundos estimados por página de mod","SET_BUG_MSPMP
SettingsUI.cs BuildUpdaterGroupUI msPerModPage",,
SET_BUG_OOTA,"Run Road Asset Crawler (AN dependent)","Ejecutar el crawler de assets de carretertas (depende de AN)","SET_BUG_OOTA
SettingsUI.cs BuildUpdaterGroupUI OnOneTimeAction",,
SET_BUG_OSU,"Run Updater","Iniciar actualización","SET_BUG_OSU
SettingsUI.cs BuildUpdaterGroupUI OnStartUpdater",,
SET_BUG_OSWC,"Run Web Crawler","Ejecutar Web Crawler","SET_BUG_OSWC
SettingsUI.cs BuildUpdaterGroupUI OnStartWebCrawler",,
SET_BUG_OSWCQ,"Run Web Crawler (quick)","Ejecutar Web Crawler (rápido)","SET_BUG_OSWCQ
SettingsUI.cs BuildUpdaterGroupUI OnStartWebCrawlerquick",,
SET_BUG_SMFP,"Steam max failed pages","Páginas con fallos máximas de Steam","SET_BUG_SMFP
SettingsUI.cs BuildUpdaterGroupUI steamMaxFailedPages",,
SET_BUG_SMLP,"Steam max listing pages","Páginas de listado máximas de Steam","SET_BUG_SMLP
SettingsUI.cs BuildUpdaterGroupUI steamMaxListingPages",,
SET_BUG_UG,Updater,Actualizador,"SET_BUG_UG
SettingsUI.cs BuildUpdaterGroupUI updaterGroup",,
SET_BUG_WFR,"Weeks for soon retired","Semanas para que sea retirado pronto","SET_BUG_WFR
SettingsUI.cs BuildUpdaterGroupUI weeksForRetired",,
SET_BUL_BML,"Broken Mods List","Lista de Mods sin Funcionar","SET_BUL_BML
SettingsUI.cs BuildUsefulLinksOptionsUI BrokenModsList",,
SET_BUL_HWT,"Help with translation","Ayuda a traducir","SET_BUL_HWT
SettingsUI.cs BuildUsefulLinksOptionsUI crowdin",,
SET_BUL_SOD,"Support on discord","Apoyo en Discord","SET_BUL_SOD
SettingsUI.cs BuildUsefulLinksOptionsUI discord",,
SET_BUL_OL,"Other links:","Otros vínculos:","SET_BUL_OL
SettingsUI.cs BuildUsefulLinksOptionsUI OtherLinks",,
SET_BUL_RML,"Recommended Mods List","Lista de Mods Recomendados","SET_BUL_RML
SettingsUI.cs BuildUsefulLinksOptionsUI RecommendedModsList",,
SET_BUL_RC,"Report compatibility","Reportar compatibilidad","SET_BUL_RC
SettingsUI.cs BuildUsefulLinksOptionsUI Reportform",,
SET_BUL_UL,"Useful links:","Vínculos de ayuda:","SET_BUL_UL
SettingsUI.cs BuildUsefulLinksOptionsUI UsefulLinks",,
SET_DO_NEV,"Never (on-demand only) - not recommended!","Nunca (sólo bajo demanda) - ¡no se recomienda!","SET_DO_NEV
SettingsUI.cs DownloadOptions Never",,
SET_DO_OAW,"Once a week","Una vez a la semana","SET_DO_OAW
SettingsUI.cs DownloadOptions Once a week",,
SET_RT_HTM,HTML,HTML,"SET_RT_HTM
SettingsUI.cs ReportTypes HTML",,
SET_RT_HAT,"HTML and text","HTML y texto","SET_RT_HAT
SettingsUI.cs ReportTypes HTML and Text",,
SET_RT_TXT,Text,Texto,"SET_RT_TXT
SettingsUI.cs ReportTypes Text",,
HRT_P_S,Status,Estado,"HRT_P_S
HtmlReportTemplate.tt processed Status",,
HRT_F_RAT,"Did this help? Do you miss anything? Leave a rating or comment at the Workshop page: https://steamcommunity.com/sharedfiles/filedetails/?id=2881031511","¿Te ha ayudado esto? ¿Falta algo? Deja una calificación o un comentario en la página del Workshop: https://steamcommunity.com/sharedfiles/filedetails/?id=2881031511","HRT_F_RAT
HTMLReport Footer_RatingText",,
HRTC_TH_N,NOTE,NOTA,"HRTC_TH_N
HTMLReportTemplate TextHeader Note",,
SET_BRG_CLD,"Collect Logs and open directory","Recopilar registros (logs) y abrir directorio","SET_BRG_CLD
SettingsUI.cs BuildRecordGroupUI Collect Logs Desktop",,
HRTC_A_SCP,"Mods without source codes and without comment section should better not be subscribed. Without source code it is also harder to ensure a mod not include malicious code.","Los mods sin código fuente y sin sección de comentarios es mejor no suscribirse a ellos. Sin código fuente también es más difícil garantizar que un mod no incluya código malicioso.","HRTC_A_SCP
HtmlReportTemplateCode.cs NoSourceNoComment",,
HRTC_A_SDP,"Mods without source codes and with an unclear description should better not be subscribed. Without source code it is also harder to ensure a mod not include malicious code.","Los mods sin código fuente y con una descripción poco clara es mejor no suscribirse a ellos. Sin código fuente también es más difícil garantizar que un mod no incluya código malicioso.","HRTC_A_SDP
HtmlReportTemplateCode.cs NoSourceNoDescription",,
HRTC_S_SCNP,"No source code published. Without source code it is harder to ensure a mod not include malicious code.","No se ha publicado el código fuente. Sin código fuente es más difícil asegurar que un mod no incluya código malicioso.","HRTC_S_SCNP
HtmlReportTemplateCode.cs SourceNotPublic",,
HRTC_A_SDCP,"Mods without source codes, without comment section and with an unclear description should better not be subscribed. Without source code it is also harder to ensure a mod not include malicious code.","Los mods sin código fuente, sin sección de comentarios y con una descripción poco clara es mejor no suscribirse a ellos. Sin código fuente también es más difícil garantizar que un mod no incluya código malicioso.","HRTC_A_SDCP
HtmlReportTemplateCode.cs NoSourceNoCommentNoDescription",,
HRTC_A_SOB,"The author has deliberately hidden the mod code from other modders, which is somewhat suspicious. Without source code it is also harder to ensure a mod not include malicious code.","El autor ha ocultado deliberadamente el código del mod a otros modders, lo que resulta un tanto sospechoso. Sin el código fuente también es más difícil garantizar que un mod no incluya código malicioso.","HRTC_A_SOB
HtmlReportTemplateCode.cs SourceObfuscated",,
REPORT_NOTE_1,"A black bar might appear above the bottom toolbar.","Una barra negra puede aparecer sobre la barra de herramientas inferior.",REPORT_NOTE_1,,
REPORT_NOTE_2,"A red colored weight doesn't necessarily mean that the asset is bad. Just that it's very detailed and might impact performance more.","Un peso de color rojo no necesariamente significa que el activo sea malo. Sólo que es muy detallado y podría afectar más al rendimiento.",REPORT_NOTE_2,,
REPORT_NOTE_3,"A version 3.0 beta has been released on GitHub but was never released on the Steam Workshop. The author wrote he’ll not update the mod any more as he blame Paradox for their DLC politics.","Una versión 3.0 beta ha sido liberada en GitHub pero nunca fue publicada en Steam Workshop. El autor escribió que ya no actualizará el mod porque culpa a Paradox por su política de DLC.",REPORT_NOTE_3,,
REPORT_NOTE_4,"ABLC has the functionality to prevent abandonment, and much more.","ABLC tiene la funcionalidad para impedir el abandono, y mucho más.",REPORT_NOTE_4,,
REPORT_NOTE_5,"Accelerated night/weekend cycles from Real Time might give issues with district services.","Los ciclos de noche o fin de semana de Real Time podrían dar problemas a los servicios distritales.",REPORT_NOTE_5,,
REPORT_NOTE_6,"Additive Shader is not compatible with the variable sunrise/sunset times from Real Time. Use the Additive Shader test version instead.","Additive Shader no es compatible con las horas variables de salida y puesta del sol de Real Time. Utiliza en su lugar la versión de prueba de Additive Shader.",REPORT_NOTE_6,,
REPORT_NOTE_7,"Additive Shader props converted to PO don't show up after reloading a save.","Los props de Additive Shader convertidos a PO no aparecen después de recargar un guardado.",REPORT_NOTE_7,,
REPORT_NOTE_8,"Adjustable Business Consumption might be incompatible with the ""Farms produce crops slower and cost less"" option of Rebalanced Industries.","Adjustable Business Consumption podría ser incompatible con la opción ""Las granjas producen cosechas más lentamente y cuestan menos"" de Rebalanced Industries.",REPORT_NOTE_8,,
REPORT_NOTE_9,"Advanced Building Level Control has all functionality of Historical Districts, and more.","Advanced Building Level Control tiene toda la funcionalidad de Historical Districts, y más.",REPORT_NOTE_9,,
REPORT_NOTE_10,"All jobs from non-RICO buildings, including all Industries DLC buildings, are included in the service (SRV) numbers.","Todos los trabajos de edificios que no son RICO, incluidos todos los edificios DLC de Industrias, se incluyen en los números de servicio (SRV).",REPORT_NOTE_10,,
REPORT_NOTE_11,"All kinds of issues can happen, including the disappearing of Ploppable Asphalt objects.","Pueden ocurrir todo tipo de problemas, incluida la desaparición de objetos Ploppable Asphalt.",REPORT_NOTE_11,,
REPORT_NOTE_12,"All players must have the exact same DLCs (none are supported) and mods. CSM is incompatible with most mods, too many to mention here. A (very short) list of supported mods: https://citiesskylinesmultiplayer.com/#/supported-mods","Todos los jugadores deben tener exactamente los mismos DLCs (es decir ninguno, ya que ninguno es compatible) y mods. CSM es incompatible con la mayoría de los mods, demasiados para mencionarlos aquí. Una lista (muy corta) de mods compatibles: https://citiesskylinesmultiplayer.com/#/supported-mods",REPORT_NOTE_12,,
REPORT_NOTE_13,"All recoloring will be lost when you (un)subscribe to anything while the game is running.","Todo cambio de colores se perderá si te (des)suscribes a algo mientras el juego está en marcha.",REPORT_NOTE_13,,
REPORT_NOTE_14,"Alternatives for this can be found here: https://steamcommunity.com/sharedfiles/filedetails/?id=2415082532","Puedes encontrar alternativas para esto aquí: https://steamcommunity.com/sharedfiles/filedetails/?id=2415082532",REPORT_NOTE_14,,
REPORT_NOTE_15,"Always run the Steam client before you run the game. On Linux and MacOS some user action is required, see the installation guide: https://steamcommunity.com/workshop/filedetails/discussion/2105755179/3120423877860413758/","Ejecuta siempre el cliente de Steam antes de abrir el juego. En Linux y MacOS son necesarias algunas acciones de usuario, mira la guía de instalación aquí: https://steamcommunity.com/workshop/filedetails/discussion/2105755179/3120423877860413758/",REPORT_NOTE_15,,
REPORT_NOTE_16,"As long as you don't use TM:PE to limit the speed for rail tracks, these mods should be compatible.","Mientras no utilices TM:PE para limitar la velocidad de las vías de trenes, estos mods deberían ser compatibles.",REPORT_NOTE_16,,
REPORT_NOTE_17,"Autobudgetting police, healthcare and fire stations could cause land value to drop, because lower budget means lower cover area.","El presupuestar automáticamente las estaciones de policía, sanidad y bomberos podría hacer caer el valor del suelo, porque a menor presupuesto menor superficie cubierta.",REPORT_NOTE_17,,
REPORT_NOTE_18,"Backup your save before using this tool!","¡Haz una copia de seguridad de tu partida antes de usar esta herramienta!",REPORT_NOTE_18,,
REPORT_NOTE_19,"Better Highway Icons triggers an error popup from Building Themes ('System.Reflection.MonoMethod.Invoke'). Both mods still appear to work after.","Better Highway Icons provoca un error emergente del mod Building Themes ('System.Reflection.MonoMethod.Invoke'). Pero ambos mods parecen seguir funcionando correctamente después de ello.",REPORT_NOTE_19,,
REPORT_NOTE_20,"BOB has the functionality of Prop it Up, and more.","BOB tiene la funcionalidad de Prop it Up, y más.",REPORT_NOTE_20,,
REPORT_NOTE_21,"Both mods have options to hide panels on main menu screen. Only use one mod to hide them, or you might run into issues.","Ambos mods tienen opciones para ocultar paneles en la pantalla del menú principal. Utiliza sólo un mod para ocultarlos, o podrías tener problemas.",REPORT_NOTE_21,,
REPORT_NOTE_22,"Both mods replace the 'vanilla matchmaker', making them incompatible.","Ambos mods sustituyen al mod 'vanilla matchmaker', por lo que son incompatibles.",REPORT_NOTE_22,,
REPORT_NOTE_23,"Both mods touch the same game functionality and probably conflict.","Ambos mods tocan la misma funcionalidad del juego y probablemente entren en conflicto.",REPORT_NOTE_23,,
REPORT_NOTE_24,"Both mods use the Tab key. Use another first person mod, or change the key for First-person Auto-walking.","Ambos mods usan la tecla Tab. Utiliza otro mod de primera persona, o cambia la tecla para desplazamiento automático en primera persona.",REPORT_NOTE_24,,
REPORT_NOTE_25,"Causes trees to float. You could switch to Tree Anarchy, which has the functionality of both these mods.","Hace que los árboles floten. Puedes cambiar a Tree Anarchy, que tiene las funciones de ambos mods.",REPORT_NOTE_25,,
REPORT_NOTE_26,"CAUTION: DO NOT SUPPRESS ERRORS in the mod options or in the popups from this mod, as it makes troubleshooting mod/asset issues near impossible. Hiding errors does not make them go away, and will make your game less reliable!","PRECAUCIÓN: NO OCULTES LOS ERRORES en las opciones del mod o en las ventanas emergentes de este mod, ya que hace casi imposible la resolución de problemas de mods/elementos. Ocultar los errores no hace que desaparezcan, ¡y hará que su juego sea menos seguro!",REPORT_NOTE_26,,
REPORT_NOTE_27,"CAUTION: If you use this and save, the game save is broken.","PRECAUCIÓN: Si usas esto y guardas la partida, tu guardado se corromperá.",REPORT_NOTE_27,,
REPORT_NOTE_28,"CAUTION: This only hides the problem icons. The problems still exist! This can quickly lead to mass abandonment if you forget to check for problems.","ATENCIÓN: Esto sólo oculta los iconos de problemas. ¡Los problemas siguen existiendo! Esto puede provocar rápidamente un abandono masivo si se olvida de comprobar si hay problemas.",REPORT_NOTE_28,,
REPORT_NOTE_29,"Change the construction speed to 100% in Real Time's settings to avoid buildings disappearing.","Cambia la velocidad de construcción al 100% en los ajustes de ""Real Time"" para evitar que los edificios desaparezcan.",REPORT_NOTE_29,,
REPORT_NOTE_30,"Changing the date may cause a gap in the graph or cause part of the graph to be overwritten.","El cambio de fecha puede provocar un vacío en el gráfico o sobrescribir parte del mismo.",REPORT_NOTE_30,,
REPORT_NOTE_31,"Clicking in the bottom bar for UEC functionality does not work.","Al hacer clic en la barra inferior para la funcionalidad UEC no funciona.",REPORT_NOTE_31,,
REPORT_NOTE_32,"Clouds &amp; Fog Toggler overrules the fog options of Hide it, Bobby.","Clouds &amp; Fog Toggler sobrescribe las opciones de niebla de Hide it, Bobby.",REPORT_NOTE_32,,
REPORT_NOTE_33,"Clouds &amp; Fog Toggler overrules the fog options of Hide It.","Clouds &amp; Fog Toggler sobrescribe las opciones de niebla de Hide It.",REPORT_NOTE_33,,
REPORT_NOTE_34,"Coloring the road while on a custom map theme, might give intersections a wrong color. In the editors this causes an unresponsive area above the menu.","Colorear una carretera mientras se esté usando un tema de mapa personalizado, puede dar a las intersecciones un color incorrecto. En los editores esto causa un área que no responde sobre el menú.",REPORT_NOTE_34,,
REPORT_NOTE_35,"Compatibility is uncertain, but the increased limit from More Vehicles is probably not used by PXPVehicleInfo, leading to incorrect numbers when going beyond the original vehicle limit.","La compatibilidad es incierta, pero el límite incrementado de More Vehicles probablemente no es usado por PXPVehicleInfo, provocando números incorrectos al exceder el límite original de vehículos.",REPORT_NOTE_35,,
REPORT_NOTE_36,"Consider replacing the old asset(s) that need this by newer ones and then unsubscribe this mod.","Considera la posibilidad de sustituir los assets antiguos que lo necesiten por otros más nuevos y, a continuación, desuscribete de este mod.",REPORT_NOTE_36,,
REPORT_NOTE_37,"Copyright by OpenMSX Authors, licensed under GPL v2.","Derechos de autor de los autores de OpenMSX, bajo licencia GPL v2.",REPORT_NOTE_37,,
REPORT_NOTE_38,"Creative Commons license.","Licencia Creative Commons.",REPORT_NOTE_38,,
REPORT_NOTE_39,"CSM can break Find It. Running the game as administrator may temporarily solve the incompatibility issue.","CSM puede romper Find it. Ejecutar el juego como administrador puede resolver temporalmente el problema de incompatibilidad.",REPORT_NOTE_39,,
REPORT_NOTE_40,"CSUR is incompatible with the advanced zoning options in Network Extensions.","CSUR es incompatible con las opciones avanzadas de zonificación de Network Extensions.",REPORT_NOTE_40,,
REPORT_NOTE_41,"Curb Height Adjuster will not affect CSUR roads, because they don't use standard road depths.","Curb Height Adjuster no afectará a las carreteras CSUR, porque no utilizan profundidades de carretera estándar.",REPORT_NOTE_41,,
REPORT_NOTE_42,"Daylight Classic overrules the fog options of Hide It, Bobby.","Daylight Classic anula las opciones de niebla de Hide It, Bobby.",REPORT_NOTE_42,,
REPORT_NOTE_43,"Daylight Classic overrules the fog options of Hide It.","Daylight Classic anula las opciones de niebla de Hide It.",REPORT_NOTE_43,,
REPORT_NOTE_44,"Deactivate the build in mod of Colossal Order, as its function is included in Extra Landscaping Tools.","Desactiva el mod por defecto de Colossal Order, ya que su función ya está incluida en Extra Landscaping Tools.",REPORT_NOTE_44,,
REPORT_NOTE_45,"Deactivate the build in mods of Colossal Order, as the functions are included in Game Anarchy: Unlimited Money, Unlimited Oil And Ore, Unlock All. Take care to activate the functions before loading into a save.","Desactiva los mods por defecto de Colossal Order que trae el juego, ya que las funciones están incluidas en Game Anarchy: Unlimited Money, Unlimited Oil And Ore, Unlock All. Ten cuidado de activar las funciones antes de cargar una partida.",REPORT_NOTE_45,,
REPORT_NOTE_46,"Disable the Classic sunlight color, Classic sunlight intensity and Classic for color settings in Daylight Classic.","Desactiva las opciones color de luz solar clásico (Classic sunlight color), intensidad de luz solar clásica (Classic sunlight intensity) y color clásico en los ajustes de Daylight Classic.",REPORT_NOTE_46,,
REPORT_NOTE_47,"Disabling water pollution is not immediate, it takes some time for the water to clear up. Re-enabling ground or water pollution is also not immediate, it takes some time to build up again.","Desactivar la contaminación del agua no es inmediato, tarda algún tiempo en depurarse. Reactivar la contaminación del suelo o del agua tampoco es inmediato, tarda algún tiempo en volver a acumularse.",REPORT_NOTE_47,,
REPORT_NOTE_48,"Due to the significant changes to the base game, this mod is best used for new games only.","Debido a los cambios significativos en el juego base, este mod es mejor usarlo sólo para juegos nuevos.",REPORT_NOTE_48,,
REPORT_NOTE_49,"EDS doesn't detect the extra CitizenUnits.","EDS no detecta las CitizenUnits adicionales.",REPORT_NOTE_49,,
REPORT_NOTE_50,"Either toggle anarchy off or bulldoze trees/rocks before placing anything, to prevent trees/rocks in buildings or roads.","O bien desactivas la anarquía o eliminas los árboles/rocas antes de colocar cualquier cosa, para evitar que haya árboles/rocas en edificios o carreteras.",REPORT_NOTE_50,,
REPORT_NOTE_51,"Elevated road, bridges and tunnels are separate network types and will need to be replaced separately. Read workshop page for links to replacement collections.","Carreteras elevadas, puentes y los túneles son tipos de network distintos y deberán sustituirse por separado. Lee la página del Workshop para ver los enlaces a las colecciones para sustituirlos.",REPORT_NOTE_51,,
REPORT_NOTE_52,"EML already has a better limit showing functionality.","EML ya tiene una mejor funcionalidad para mostrar los límites.",REPORT_NOTE_52,,
REPORT_NOTE_53,"EML already has the functionality of Unlimited Outside Connections.","EML ya dispone de la funcionalidad de Unlimited Outside Connections.",REPORT_NOTE_53,,
REPORT_NOTE_54,"EML has electrified roads functionality built-in.","EML incorpora la función de caminos electrificados.",REPORT_NOTE_54,,
REPORT_NOTE_55,"Existing IMT 'raised meshes' (traffic islands) will not automatically have their heights adjusted. Other markings will adjust automatically.","Los ""modelos elevados"" de IMT existentes (las medianas de caminos) no se ajustarán automáticamente en altura. Otras marcas se ajustarán automáticamente.",REPORT_NOTE_55,,
REPORT_NOTE_56,"Extended InfoPanel 2 has all functionality from HideUI.","Extended InfoPanel 2 tiene todas las funcionalidades de HideUI.",REPORT_NOTE_56,,
REPORT_NOTE_57,"Extended InfoPanel 2 has all functionality from More Simulation Speed Options.","Extended InfoPanel 2 tiene todas las funcionalidades de More Simulation Speed Options.",REPORT_NOTE_57,,
REPORT_NOTE_58,"Extended InfoPanel already has Chirper move functionality.","Extended InfoPanel ya tiene una funcionalidad para mover a Chirper.",REPORT_NOTE_58,,
REPORT_NOTE_59,"Find It filters don't work correctly with the Tree &amp; Vehicle Prop mod.","Los filtros de Find It no funcionan correctamente con el mod Tree &amp; Vehicle Prop.",REPORT_NOTE_59,,
REPORT_NOTE_60,"Find It has the ability to 'unlock all'. You can unsubscribe the 'Unlock All + Wonders' mod.","Find It tiene la función de 'desbloquear todo'. Puedes desuscribirte del mod 'Unlock All + Wonders'.",REPORT_NOTE_60,,
REPORT_NOTE_61,"Will not bulldoze if you own Natural Disasters. You need to use Disaster Response Unit in this case. Newer building categories are not bulldozed.","Will not bulldoze if you own Natural Disasters. You need to use Disaster Response Unit in this case. Newer building categories are not bulldozed.",REPORT_NOTE_61,,
REPORT_NOTE_62,"Firefighters might walk instead of run back to their firetruck.","Los bomberos podrían caminar en lugar de correr de vuelta a sus camiones.",REPORT_NOTE_62,,
REPORT_NOTE_63,"For public transport vehicles that spawn at a depot, the vehicles are listed at the depot instead of the station.","Para los vehículos de transporte público que aparecen en un depósito, los vehículos se listan en el depósito en lugar de en la estación.",REPORT_NOTE_63,,
REPORT_NOTE_64,"For transit hubs, this only works if the bus part is a sub-building.","Para los centros de tránsito, esto sólo funciona si la parte del autobús es un sub-edificio.",REPORT_NOTE_64,,
REPORT_NOTE_65,"FPS Booster has all functionality of Mini FPS Booster, and more.","FPS Booster tiene todas las funcionalidades de Mini FPS Booster, y más.",REPORT_NOTE_65,,
REPORT_NOTE_66,"From the main menu, the delay time in the mod options will be incorrect. While in game, the mod options do show the correct delay time, corresponding to the Real Time slowed time.","Desde el menú principal, el tiempo de delay en las opciones del mod será incorrecto. Pero dentro del juego las opciones del mod muestran el tiempo de delay correcto, que corresponde al tiempo ralentizado de Real Time.",REPORT_NOTE_66,,
REPORT_NOTE_67,"Game pauses automatially when you change time, and time resets back when you unpause. Time speed options in TimeWarp will not work.","El juego se pausa automáticamente cuando cambias la hora, y el tiempo vuelve a cero cuando lo reanudas. Las opciones de velocidad en TimeWarp no funcionarán.",REPORT_NOTE_67,,
REPORT_NOTE_68,"Game pauses automatially when you change time, and time resets back when you unpause. Time speed options in Ultimate Eyecandy will not work.","El juego se pausa automáticamente cuando cambias la hora, y el tiempo vuelve a cero cuando lo reanudas. Las opciones de velocidad del tiempo en Ultimate Eyecandy no funcionarán.",REPORT_NOTE_68,,
REPORT_NOTE_69,"Garbage Bin Controller breaks Harmony and any mod depending on Harmony. Switch to Garbage Bin Manager.","Garbage Bin Controller rompe Harmony y cualquier mod que dependa de Harmony. Cambia a Garbage Bin Manager en su lugar.",REPORT_NOTE_69,,
REPORT_NOTE_70,"Harmony Redesigned might disable UI Resolution. Use the regular version of Harmony instead.","Harmony Redesigned podría desactivar el mod UI Resolution. Utiliza la versión normal de Harmony en su lugar.",REPORT_NOTE_70,,
REPORT_NOTE_71,"If contour lines doesn't work, turn off ""Overwrite Terrain"" and set the value to around 100 in ROTTERdams options.","Si las líneas de contorno no funcionan, desactiva ""Sobrescribir Terreno"" (Overwrite Terrain) y establece el valor en unos 100 en las opciones de ROTTERdams.",REPORT_NOTE_71,,
REPORT_NOTE_72,"If the default looks too dark, turn up the global and/or ambient light intensity settings in Ultimate Eyecandy. Shadows must be set to max using Shadow Strength Adjuster to prevent the sun from leaking through objects. To make shadows less visible, reduce global light intensity and increase ambient light intensity in Ultimate Eyecandy.","Si por defecto se ve demasiado oscuro, aumenta la intensidad de la luz global y/o ambiental en Ultimate Eyecandy. Las sombras deben ajustarse al máximo con el ""Shadow Strength Adjuster"" para evitar que el sol se filtre a través de los objetos. Para que las sombras sean menos visibles, reduzca la intensidad de la luz global y aumente la intensidad de la luz ambiental en Ultimate Eyecandy.",REPORT_NOTE_72,,
REPORT_NOTE_73,"If you change graphics settings or prop visibility distance, you will have to restart the game for the decals to update.","Si cambias la configuración de los gráficos o la distancia de visibilidad de los props, tendrás que reiniciar el juego para que se actualicen los decals.",REPORT_NOTE_73,,
REPORT_NOTE_74,"If you change the Move It ""enhanced Pillar Control"" option your existing surface paints might disappear.","Si cambia la opción ""Control mejorado de pilares"" (enhanced Pillar Control) de Move It, es posible que desaparezcan las pinturas superficiales existentes.",REPORT_NOTE_74,,
REPORT_NOTE_75,"If you create a U-turn with TM:PE lane connections, the U-turn rule will remain after you remove that lane connection. So remove it manually.","Si crea un giro en U con conexiones de carril TM:PE, la regla de giro en U permanecerá después de eliminar esa conexión de carril. Por lo tanto elimínala manualmente.",REPORT_NOTE_75,,
REPORT_NOTE_76,"If you don't want fire to spread at all from tree to tree, you don't need this mod but can instead enable the game option ""No fire spread function"".","Si no quieres que el fuego se propague de árbol en árbol, no necesitas este mod, sino que puedes activar la opción dentro del juego ""Desactivar propagación de incendios"".",REPORT_NOTE_76,,
REPORT_NOTE_77,"If you enable this mod for a resource that you have industry buildings producing, the buildings will try to export all of its products. This will most likely cause the industry to be abandoned because there aren't enough buyers.","Si activas este mod para un recurso en el que tengas edificios industriales produciendo, los edificios intentarán exportar todos sus productos. Lo más probable es que esto provoque el abandono de la industria porque no hay suficientes compradores.",REPORT_NOTE_77,,
REPORT_NOTE_78,"If you have issues with nature reserve paths or the topographic lines overlay, read the mod description on the Steam Workshop for fixes.","Si tienes problemas con los caminos de las reservas naturales o con la superposición de líneas topográficas, lee la descripción del mod en Steam Workshop para encontrar soluciones.",REPORT_NOTE_78,,
REPORT_NOTE_79,"If you use more than one of the OxylonEuroSoundpack's, you might get one or more ""already exists"" warnings. These are harmless.","Si utilizas más de uno de los OxylonEuroSoundpack, es posible que recibas una o más advertencias de ""ya existe"". Estas advertencias son inofensivas.",REPORT_NOTE_79,,
REPORT_NOTE_80,"If you use this only for high resolution screenshots, you don't need this mod and can use the default Shift-F12 instead.","Si sólo lo utilizas para hacer capturas de pantalla de alta resolución, no necesitas este mod y puedes utilizar en su lugar la opción predeterminada Mayús-F12.",REPORT_NOTE_80,,
REPORT_NOTE_81,"If you want the new cubemap only by day, with the default night sky, enable the following settings for Fog Controller: ""Daynight Fog"" and ""Classic Fog"", and enable the following settings for Daylight Classic: ""Classic sunlight color"", ""Classic sunlight intensity"", ""Classic fog Effect"" and ""Allow Classic fog effect if day/night cycle is on"".","Si quieres el nuevo cubemap sólo de día y con el cielo nocturno que hay por defecto, activa los siguientes ajustes para Fog Controller: ""Daynight Fog"" y ""Classic Fog"", y activa los siguientes ajustes para Daylight Classic: ""Classic sunlight color"", ""Classic sunlight intensity"", ""Classic fog Effect"" y ""Allow Classic fog effect if day/night cycle is on"".",REPORT_NOTE_81,,
REPORT_NOTE_82,"If you want to use the old props that are included in the original mod, you need to keep the original mod subscribed, but disabled. Alternatively you could move the original .crp files to your local asset folder and unsub the original mod. If you start a new city it's the best to unsubscribe the original mod and use the Ploppable Surfaces from this collection: https://steamcommunity.com/sharedfiles/filedetails/?id=2872742333","Si quieres usar los viejos props que están incluidos en el mod original, necesitas tener el mod original suscrito, pero desactivado. También puedes mover los archivos .crp originales a tu carpeta de assets local y desuscribirte del mod original. Si empiezas una ciudad nueva, lo mejor es que te desuscribas del mod original y utilices las Ploppable Surfaces de esta colección: https://steamcommunity.com/sharedfiles/filedetails/?id=2872742333",REPORT_NOTE_82,,
REPORT_NOTE_83,"If you're unable to move props vertically with Move It, try turning prop snapping off and on again in the mod options of Prop Anarchy.","Si no puedes mover los props verticalmente con Move It, prueba a desactivar y volver a activar el prop snapping en las opciones de mod de Prop Anarchy.",REPORT_NOTE_83,,
REPORT_NOTE_84,"IMT markings will be lost on replaced network segments and connected intersections.","Las marcas de IMT se perderán en segmentos de networks reemplazados e intersecciones conectadas.",REPORT_NOTE_84,,
REPORT_NOTE_85,"In order to build outside connections with zonable roads outside of unlocked tiles you need to temporarily disable zoning with another mod. In the map editor the connections have to use vanilla roads, not custom roads. Intercity buses only enter the city via 1-way highway outside connections, not via any 2-way road.","Para construir conexiones exteriores con carreteras zonificables fuera de las celdas desbloqueadas es necesario desactivar temporalmente la zonificación con otro mod. En el editor de mapas las conexiones tienen que usar carreteras vainilla, no carreteras personalizadas. Los autobuses interurbanos sólo entran en la ciudad a través de conexiones exteriores de carretera de 1 sentido, no entrarán a través de ninguna carretera de 2 sentidos.",REPORT_NOTE_85,,
